frame_0.jpg;1
frame_1.jpg;1
frame_2.jpg;1
frame_3.jpg;1
frame_4.jpg;1
frame_5.jpg;1
frame_6.jpg;1
frame_7.jpg;1
frame_8.jpg;1
frame_9.jpg;1
frame_10.jpg;1
frame_11.jpg;1
frame_12.jpg;1
frame_13.jpg;1
frame_14.jpg;1
frame_15.jpg;1
frame_16.jpg;1
frame_17.jpg;1
frame_18.jpg;1
frame_19.jpg;1
frame_20.jpg;1
frame_21.jpg;1
frame_22.jpg;1
frame_23.jpg;1
frame_24.jpg;1
frame_25.jpg;1
frame_26.jpg;1
frame_27.jpg;1
frame_28.jpg;1
frame_29.jpg;1
frame_30.jpg;1
frame_31.jpg;1
frame_32.jpg;1
frame_33.jpg;1
frame_34.jpg;1
frame_35.jpg;1
frame_36.jpg;1
frame_37.jpg;1
frame_38.jpg;1
frame_39.jpg;1
frame_40.jpg;1
frame_41.jpg;1
frame_42.jpg;1
frame_43.jpg;1
frame_44.jpg;1
frame_45.jpg;1
frame_46.jpg;1
frame_47.jpg;1
frame_48.jpg;1
frame_49.jpg;1
frame_50.jpg;1
frame_51.jpg;1
frame_52.jpg;1
frame_53.jpg;1
frame_54.jpg;1
frame_55.jpg;1
frame_56.jpg;1
frame_57.jpg;0
frame_58.jpg;0
frame_59.jpg;0
frame_60.jpg;0
frame_61.jpg;0
frame_62.jpg;0
frame_63.jpg;0
frame_64.jpg;0
frame_65.jpg;0
frame_66.jpg;1
frame_67.jpg;1
frame_68.jpg;1
frame_69.jpg;1
frame_70.jpg;1
frame_71.jpg;1
frame_72.jpg;1
frame_73.jpg;1
frame_74.jpg;1
frame_75.jpg;1
frame_76.jpg;1
frame_77.jpg;1
frame_78.jpg;1
frame_79.jpg;1
frame_80.jpg;1
frame_81.jpg;1
frame_82.jpg;1
frame_83.jpg;1
frame_84.jpg;1
frame_85.jpg;1
frame_86.jpg;1
frame_87.jpg;1
frame_88.jpg;1
frame_89.jpg;1
frame_90.jpg;1
frame_91.jpg;1
frame_92.jpg;1
frame_93.jpg;1
frame_94.jpg;1
frame_95.jpg;1
frame_96.jpg;1
frame_97.jpg;1
frame_98.jpg;1
frame_99.jpg;1
frame_100.jpg;1
frame_101.jpg;1
frame_102.jpg;1
frame_103.jpg;1
frame_104.jpg;1
frame_105.jpg;1
frame_106.jpg;1
frame_107.jpg;1
frame_108.jpg;1
frame_109.jpg;1
frame_110.jpg;1
frame_111.jpg;1
frame_112.jpg;1
frame_113.jpg;1
frame_114.jpg;1
frame_115.jpg;1
frame_116.jpg;1
frame_117.jpg;1
frame_118.jpg;1
frame_119.jpg;1
frame_120.jpg;1
frame_121.jpg;1
frame_122.jpg;1
frame_123.jpg;1
frame_124.jpg;1
frame_125.jpg;1
frame_126.jpg;1
frame_127.jpg;1
frame_128.jpg;0
frame_129.jpg;0
frame_130.jpg;0
frame_131.jpg;0
frame_132.jpg;0
frame_133.jpg;0
frame_134.jpg;0
frame_135.jpg;0
frame_136.jpg;0
frame_137.jpg;0
frame_138.jpg;0
frame_139.jpg;0
frame_140.jpg;0
frame_141.jpg;0
frame_142.jpg;0
frame_143.jpg;0
frame_144.jpg;0
frame_145.jpg;0
frame_146.jpg;0
frame_147.jpg;0
frame_148.jpg;0
frame_149.jpg;0
frame_150.jpg;0
frame_151.jpg;1
frame_152.jpg;1
frame_153.jpg;1
frame_154.jpg;1
frame_155.jpg;1
frame_156.jpg;1
frame_157.jpg;1
frame_158.jpg;1
frame_159.jpg;1
frame_160.jpg;1
frame_161.jpg;1
frame_162.jpg;1
frame_163.jpg;1
frame_164.jpg;1
frame_165.jpg;1
frame_166.jpg;1
frame_167.jpg;1
frame_168.jpg;1
frame_169.jpg;1
frame_170.jpg;1
frame_171.jpg;1
frame_172.jpg;1
frame_173.jpg;1
frame_174.jpg;1
frame_175.jpg;1
frame_176.jpg;1
frame_177.jpg;1
frame_178.jpg;1
frame_179.jpg;1
frame_180.jpg;1
frame_181.jpg;1
frame_182.jpg;1
frame_183.jpg;1
frame_184.jpg;1
frame_185.jpg;1
frame_186.jpg;1
frame_187.jpg;1
frame_188.jpg;1
frame_189.jpg;1
frame_190.jpg;0
frame_191.jpg;0
